Date,Time,City,Latitude,Longitude,Severity,Weather,Road_Type,Lighting,Traffic_Density,Vehicles_Involved,Cause
2023-12-07,19:58,Delhi,28.69926,77.02297,Low,Fog,Urban,Dawn/Dusk,Low,2,Vehicle Breakdown
2023-07-29,19:58,Bangalore,13.0137,77.64789,Medium,Clear,Highway,Dawn/Dusk,Medium,2,Speeding
2023-05-22,18:02,Bangalore,13.01728,77.57249,Low,Clear,Urban,Dawn/Dusk,Medium,1,Weather Conditions
2023-12-06,17:23,Mumbai,18.99215,72.88819,Low,Clear,Urban,Daylight,Medium,3,Speeding
2023-04-29,22:32,Mumbai,19.1674,72.97066,Low,Rain,Urban,Night (Lit),Medium,1,Weather Conditions
2023-06-29,10:00,Delhi,28.74557,77.16343,Low,Rain,Urban,Daylight,Medium,1,Weather Conditions
2023-09-30,01:45,Hyderabad,17.31739,78.48207,Medium,Clear,Highway,Night (Lit),Medium,2,Pothole
2023-11-29,22:18,Bangalore,12.98913,77.52854,Medium,Rain,Highway,Night (Lit),Low,1,Weather Conditions
2023-09-27,04:45,Delhi,28.69257,77.18875,Low,Clear,Urban,Night (Lit),Low,2,Signal Violation
2023-08-04,17:31,Chennai,13.14162,80.20721,Low,Clear,Urban,Daylight,High,3,Signal Violation
2023-11-16,16:13,Bangalore,13.01144,77.538,Medium,Rain,Highway,Daylight,Medium,2,Speeding
2023-04-28,19:52,Chennai,13.02141,80.32821,Medium,Rain,Highway,Dawn/Dusk,Low,2,Weather Conditions
2023-08-14,08:33,Delhi,28.72568,77.15645,Medium,Clear,Highway,Daylight,Medium,3,Drunk Driving
2023-10-24,19:11,Mumbai,19.14097,72.84664,Low,Overcast,Urban,Dawn/Dusk,High,3,Speeding
2023-01-22,19:00,Delhi,28.67997,77.10044,Low,Rain,Urban,Dawn/Dusk,High,2,Signal Violation
2023-03-26,17:04,Bangalore,12.91034,77.62021,Low,Fog,Urban,Daylight,Medium,2,Weather Conditions
2023-05-09,18:44,Hyderabad,17.36207,78.56214,Medium,Clear,Highway,Dawn/Dusk,Low,2,Signal Violation
2023-12-08,17:50,Chennai,13.17695,80.35599,Medium,Clear,Highway,Daylight,High,2,Vehicle Breakdown
2023-06-25,10:13,Chennai,12.99636,80.35122,Low,Rain,Urban,Daylight,High,2,Drunk Driving
2023-09-01,19:15,Mumbai,19.16992,72.84892,Medium,Clear,Highway,Dawn/Dusk,Medium,2,Weather Conditions
2023-01-03,00:35,Hyderabad,17.39689,78.3998,Medium,Clear,Urban,Night (Unlit),Medium,2,Drunk Driving
2023-08-21,01:14,Mumbai,19.10905,72.89137,Medium,Overcast,Highway,Night (Lit),Medium,1,Pothole
2023-07-05,13:03,Chennai,13.10724,80.33896,Medium,Fog,Urban,Daylight,Low,2,Drunk Driving
2023-08-28,11:28,Delhi,28.62519,77.02854,Low,Clear,Rural,Daylight,Medium,3,Speeding
2023-09-01,10:12,Bangalore,13.05987,77.64302,Low,Fog,Urban,Daylight,Low,2,Weather Conditions
2023-09-22,12:21,Mumbai,19.15474,72.93114,Medium,Rain,Highway,Daylight,High,2,Vehicle Breakdown
2023-12-17,11:44,Chennai,13.11667,80.37024,Low,Fog,Urban,Daylight,Medium,3,Weather Conditions
2023-11-07,19:40,Mumbai,19.0811,72.86009,Low,Clear,Urban,Dawn/Dusk,High,3,Speeding
2023-01-10,09:00,Hyderabad,17.29676,78.41685,Low,Clear,Urban,Daylight,Medium,2,Speeding
2023-01-15,22:35,Chennai,12.99978,80.20202,Low,Clear,Rural,Night (Lit),Low,2,Speeding
2023-03-04,14:33,Hyderabad,17.45405,78.5818,Medium,Clear,Highway,Daylight,High,2,Signal Violation
2023-06-27,19:11,Delhi,28.72334,77.13114,Low,Clear,Urban,Dawn/Dusk,Low,2,Weather Conditions
2023-06-15,23:36,Chennai,13.13719,80.19698,High,Clear,Highway,Night (Unlit),High,2,Pothole
2023-04-18,12:04,Bangalore,13.03374,77.67599,Low,Rain,Urban,Daylight,High,3,Pothole
2023-11-16,17:33,Chennai,13.17192,80.1937,Low,Clear,Rural,Daylight,High,2,Speeding
2023-07-04,22:28,Hyderabad,17.29091,78.42017,Medium,Clear,Rural,Night (Unlit),High,2,Signal Violation
2023-01-08,03:52,Hyderabad,17.39015,78.39804,Medium,Fog,Urban,Night (Lit),High,2,Drunk Driving
2023-08-11,18:55,Mumbai,19.1532,72.8343,Low,Clear,Urban,Dawn/Dusk,High,2,Weather Conditions
2023-02-04,19:29,Bangalore,12.87396,77.68555,Low,Clear,Urban,Dawn/Dusk,High,2,Speeding
2023-05-24,10:07,Delhi,28.79065,77.01192,Medium,Fog,Highway,Daylight,High,1,Vehicle Breakdown
2023-09-20,01:40,Hyderabad,17.36964,78.51663,Medium,Clear,Rural,Night (Unlit),High,1,Pothole
2023-09-22,21:44,Chennai,13.04761,80.30725,Low,Fog,Urban,Night (Lit),Medium,2,Weather Conditions
2023-06-23,21:00,Hyderabad,17.35276,78.53731,Low,Clear,Urban,Night (Lit),High,2,Vehicle Breakdown
2023-06-05,13:21,Mumbai,19.03534,72.94347,Medium,Clear,Highway,Daylight,High,2,Signal Violation
2023-08-13,20:11,Delhi,28.68227,77.1269,Medium,Fog,Urban,Night (Lit),Medium,3,Speeding
2023-12-13,21:25,Delhi,28.69316,77.10284,Low,Clear,Urban,Night (Lit),Low,2,Pothole
2023-06-23,20:06,Hyderabad,17.46725,78.44431,Low,Fog,Urban,Night (Lit),High,2,Vehicle Breakdown
2023-12-20,10:08,Mumbai,19.03769,72.97123,Low,Clear,Rural,Daylight,High,2,Signal Violation
2023-04-26,13:41,Hyderabad,17.33908,78.51913,Low,Clear,Urban,Daylight,Low,2,Drunk Driving
2023-01-24,22:43,Bangalore,13.05293,77.52385,Medium,Clear,Highway,Night (Lit),High,2,Signal Violation
2023-09-07,07:56,Chennai,13.03486,80.20938,Medium,Fog,Highway,Daylight,Medium,2,Weather Conditions
2023-06-01,21:38,Delhi,28.77576,77.18335,Medium,Clear,Urban,Night (Unlit),Medium,2,Speeding
2023-02-24,19:27,Chennai,13.07253,80.36443,Low,Clear,Urban,Dawn/Dusk,High,2,Weather Conditions
2023-08-15,20:35,Hyderabad,17.4194,78.5257,Low,Rain,Rural,Night (Lit),Low,2,Pothole
2023-10-16,23:32,Bangalore,12.97818,77.5839,Low,Clear,Rural,Night (Lit),Medium,2,Weather Conditions
2023-11-14,04:04,Mumbai,18.98692,72.90683,Low,Clear,Rural,Night (Lit),Low,2,Speeding
2023-08-12,10:29,Delhi,28.79977,77.06044,Medium,Clear,Highway,Daylight,High,2,Signal Violation
2023-02-16,23:32,Chennai,13.10766,80.30132,Low,Overcast,Urban,Night (Lit),Medium,2,Signal Violation
2023-08-19,19:34,Hyderabad,17.46355,78.43003,Low,Clear,Urban,Dawn/Dusk,High,1,Signal Violation
2023-08-31,13:03,Mumbai,19.1694,72.83345,Low,Fog,Urban,Daylight,Medium,2,Weather Conditions
2023-04-19,16:56,Mumbai,19.06223,72.83089,Low,Clear,Urban,Daylight,High,1,Speeding
2023-12-13,12:42,Hyderabad,17.38931,78.41614,Medium,Fog,Urban,Daylight,Medium,3,Speeding
2023-05-13,12:15,Chennai,13.09202,80.22478,Low,Overcast,Urban,Daylight,High,2,Speeding
2023-01-02,21:18,Mumbai,19.07249,72.89554,Medium,Fog,Urban,Night (Lit),Medium,3,Speeding
2023-07-19,23:22,Mumbai,19.13636,72.9453,Low,Rain,Urban,Night (Lit),Low,2,Speeding
2023-07-11,23:25,Hyderabad,17.32069,78.47312,Low,Clear,Urban,Night (Lit),High,1,Speeding
2023-12-23,18:57,Hyderabad,17.31291,78.39673,Low,Clear,Urban,Dawn/Dusk,High,2,Speeding
2023-04-23,14:42,Delhi,28.69802,77.04417,Medium,Clear,Highway,Daylight,Low,1,Drunk Driving
2023-06-25,20:49,Chennai,13.00626,80.24354,Medium,Clear,Urban,Night (Unlit),Medium,1,Vehicle Breakdown
2023-09-05,19:11,Mumbai,19.00686,72.82753,Medium,Clear,Highway,Dawn/Dusk,Medium,1,Speeding
2023-01-14,06:35,Bangalore,12.96317,77.59579,Low,Rain,Urban,Daylight,Medium,1,Weather Conditions
2023-10-22,09:22,Hyderabad,17.30803,78.43353,Low,Clear,Rural,Daylight,High,1,Signal Violation
2023-12-28,22:19,Delhi,28.67218,77.08017,Low,Fog,Urban,Night (Lit),High,2,Pothole
2023-01-11,20:00,Hyderabad,17.39293,78.5315,Low,Clear,Rural,Night (Lit),Low,2,Speeding
2023-01-01,14:56,Bangalore,13.05497,77.65684,Medium,Clear,Highway,Daylight,Low,2,Drunk Driving
2023-04-19,17:26,Hyderabad,17.29424,78.57745,Low,Clear,Urban,Daylight,High,1,Pothole
2023-01-16,16:12,Bangalore,12.88623,77.67664,Low,Rain,Rural,Daylight,High,3,Drunk Driving
2023-05-06,12:52,Chennai,13.05038,80.20851,Medium,Clear,Highway,Daylight,Low,3,Pothole
2023-10-29,22:32,Bangalore,12.95834,77.68184,Low,Overcast,Urban,Night (Lit),Medium,3,Vehicle Breakdown
2023-05-17,12:39,Hyderabad,17.48459,78.47546,Low,Clear,Urban,Daylight,Low,2,Signal Violation
2023-08-14,10:52,Mumbai,19.12327,72.93795,Low,Overcast,Urban,Daylight,Low,3,Pothole
2023-08-07,21:02,Mumbai,19.07574,72.96543,Low,Rain,Urban,Night (Lit),Medium,1,Weather Conditions
2023-02-20,21:53,Bangalore,13.02904,77.5441,Medium,Clear,Urban,Night (Unlit),High,2,Speeding
2023-08-16,16:02,Mumbai,19.13279,72.92435,Low,Clear,Urban,Daylight,High,1,Weather Conditions
2023-02-10,06:46,Chennai,13.18107,80.34905,Low,Rain,Urban,Daylight,Medium,1,Weather Conditions
2023-05-26,11:12,Chennai,13.09466,80.18719,Low,Clear,Urban,Daylight,Low,1,Speeding
2023-11-23,09:52,Chennai,13.03037,80.35279,Medium,Clear,Highway,Daylight,Medium,3,Speeding
2023-08-23,22:27,Delhi,28.7791,77.18381,Medium,Clear,Urban,Night (Unlit),Medium,2,Speeding
2023-09-02,19:45,Chennai,13.1427,80.33719,Low,Clear,Urban,Dawn/Dusk,Medium,2,Signal Violation
2023-06-16,19:16,Bangalore,13.03827,77.58203,Low,Rain,Rural,Dawn/Dusk,Medium,2,Weather Conditions
2023-03-04,20:33,Delhi,28.66219,77.11034,Low,Rain,Urban,Night (Lit),High,1,Weather Conditions
2023-09-13,16:19,Mumbai,19.03081,72.87551,Low,Clear,Urban,Daylight,Low,1,Drunk Driving
2023-07-05,14:56,Delhi,28.72965,77.05264,Low,Rain,Urban,Daylight,Low,1,Signal Violation
2023-11-06,03:32,Hyderabad,17.37903,78.47035,Medium,Rain,Urban,Night (Unlit),Low,2,Weather Conditions
2023-12-29,11:16,Hyderabad,17.31941,78.5133,Medium,Clear,Highway,Daylight,High,1,Weather Conditions
2023-03-11,19:13,Delhi,28.71935,77.11955,Medium,Clear,Highway,Dawn/Dusk,Medium,1,Speeding
2023-09-26,13:57,Delhi,28.62863,77.11514,Medium,Clear,Highway,Daylight,High,2,Speeding
2023-01-13,20:00,Chennai,13.12244,80.19528,High,Clear,Highway,Night (Unlit),Medium,4,Speeding
2023-03-12,19:42,Mumbai,19.03389,72.83232,Low,Fog,Urban,Dawn/Dusk,Medium,1,Signal Violation
2023-09-19,09:16,Bangalore,12.95558,77.67933,Low,Clear,Urban,Daylight,Low,1,Signal Violation
2023-09-05,18:04,Bangalore,13.03761,77.62795,Medium,Clear,Highway,Dawn/Dusk,High,2,Pothole
2023-02-26,23:46,Chennai,13.11268,80.24667,High,Rain,Highway,Night (Unlit),High,5,Signal Violation
2023-01-04,15:18,Bangalore,12.95514,77.61242,Low,Clear,Rural,Daylight,Medium,2,Speeding
2023-04-29,21:36,Mumbai,19.15439,72.85807,High,Overcast,Highway,Night (Unlit),Medium,2,Speeding
2023-06-08,00:23,Chennai,13.11328,80.26901,Low,Rain,Urban,Night (Lit),Low,1,Pothole
2023-12-08,09:28,Chennai,13.16914,80.33398,Medium,Clear,Highway,Daylight,Low,2,Speeding
2023-08-10,12:24,Chennai,13.15497,80.26683,Low,Clear,Urban,Daylight,Medium,2,Speeding
2023-07-21,14:02,Hyderabad,17.35556,78.38838,Low,Clear,Urban,Daylight,High,2,Pothole
2023-12-10,06:47,Bangalore,13.04157,77.52254,Low,Overcast,Urban,Daylight,Medium,1,Drunk Driving
2023-08-12,21:19,Bangalore,13.04769,77.67991,Low,Clear,Urban,Night (Lit),Low,1,Vehicle Breakdown
2023-02-06,16:31,Bangalore,12.884,77.60925,Low,Rain,Urban,Daylight,Medium,2,Weather Conditions
2023-10-03,17:33,Chennai,13.08854,80.28936,Low,Clear,Urban,Daylight,Medium,2,Speeding
2023-09-14,17:31,Delhi,28.6977,77.06232,Medium,Clear,Highway,Daylight,High,1,Speeding
2023-05-22,15:09,Delhi,28.60509,77.0179,Low,Fog,Urban,Daylight,Medium,2,Weather Conditions
2023-12-25,09:35,Bangalore,13.01007,77.57743,Medium,Clear,Highway,Daylight,High,2,Signal Violation
2023-11-07,18:10,Hyderabad,17.45037,78.48018,Low,Fog,Urban,Dawn/Dusk,High,2,Weather Conditions
2023-12-14,11:14,Hyderabad,17.37136,78.52381,Low,Clear,Urban,Daylight,High,2,Signal Violation
2023-01-18,23:03,Chennai,13.14278,80.19864,Low,Overcast,Urban,Night (Lit),Low,2,Signal Violation
2023-08-01,21:55,Chennai,13.02313,80.17818,Low,Clear,Rural,Night (Lit),High,1,Speeding
2023-03-25,17:51,Mumbai,19.02739,72.78882,Low,Rain,Urban,Daylight,High,2,Pothole
2023-02-15,18:34,Delhi,28.80406,77.16665,Low,Rain,Urban,Dawn/Dusk,Medium,1,Vehicle Breakdown
2023-05-03,09:15,Mumbai,19.15537,72.7994,Low,Clear,Urban,Daylight,Low,2,Weather Conditions
2023-02-27,14:51,Hyderabad,17.33757,78.39099,Medium,Clear,Highway,Daylight,Medium,2,Signal Violation
2023-07-01,18:16,Hyderabad,17.39136,78.45533,Low,Rain,Urban,Dawn/Dusk,Medium,2,Drunk Driving
2023-09-13,08:20,Bangalore,12.89829,77.55251,Low,Rain,Urban,Daylight,Medium,1,Pothole
2023-03-20,04:36,Chennai,13.00357,80.18566,Low,Clear,Urban,Night (Lit),Medium,2,Signal Violation
2023-04-09,19:26,Hyderabad,17.37649,78.43729,Low,Clear,Urban,Dawn/Dusk,Medium,2,Speeding
2023-08-21,21:45,Hyderabad,17.32722,78.40127,Medium,Overcast,Highway,Night (Lit),Low,2,Vehicle Breakdown
2023-08-20,15:36,Hyderabad,17.32494,78.48703,Low,Overcast,Urban,Daylight,Low,2,Speeding
2023-12-31,18:59,Mumbai,19.10735,72.84334,Medium,Clear,Highway,Dawn/Dusk,Medium,1,Speeding
2023-07-23,10:27,Hyderabad,17.37141,78.56205,Low,Clear,Rural,Daylight,Low,2,Weather Conditions
2023-12-03,17:13,Hyderabad,17.42741,78.50173,Low,Fog,Urban,Daylight,Low,3,Weather Conditions
2023-12-30,20:56,Hyderabad,17.37247,78.43677,Medium,Fog,Rural,Night (Lit),High,3,Speeding
2023-08-26,17:41,Hyderabad,17.46968,78.4521,Medium,Clear,Highway,Daylight,High,2,Speeding
2023-12-16,11:24,Mumbai,19.1145,72.8977,Low,Overcast,Urban,Daylight,Low,2,Weather Conditions
2023-10-26,18:07,Chennai,13.00848,80.34284,Low,Rain,Urban,Dawn/Dusk,Low,2,Drunk Driving
2023-11-05,14:19,Chennai,13.06688,80.3605,Low,Clear,Urban,Daylight,High,2,Speeding
2023-10-31,22:12,Chennai,13.14304,80.3075,Medium,Clear,Urban,Night (Unlit),High,2,Pothole
2023-10-02,21:18,Delhi,28.69042,77.1745,Low,Clear,Urban,Night (Lit),High,2,Weather Conditions
2023-03-01,18:31,Hyderabad,17.37651,78.47352,Low,Rain,Rural,Dawn/Dusk,High,3,Pothole
2023-10-17,20:46,Hyderabad,17.46229,78.39642,Low,Rain,Urban,Night (Lit),Medium,2,Weather Conditions
2023-01-03,21:08,Chennai,13.14534,80.29204,Medium,Rain,Highway,Night (Lit),Medium,2,Vehicle Breakdown
2023-01-30,13:43,Hyderabad,17.34756,78.53076,Medium,Rain,Highway,Daylight,Medium,2,Weather Conditions
2023-12-13,21:55,Delhi,28.77144,77.04007,Medium,Fog,Rural,Night (Unlit),Medium,1,Weather Conditions
2023-12-05,20:29,Delhi,28.62427,77.02822,Low,Clear,Urban,Night (Lit),Medium,2,Speeding
2023-07-07,04:40,Mumbai,19.09043,72.90448,Low,Clear,Urban,Night (Lit),High,2,Speeding
2023-06-30,16:46,Chennai,13.017,80.23165,Medium,Clear,Highway,Daylight,Medium,2,Speeding
2023-05-19,18:26,Delhi,28.6342,77.02127,Low,Fog,Urban,Dawn/Dusk,High,1,Weather Conditions
2023-06-22,22:27,Chennai,13.02611,80.3291,Medium,Fog,Urban,Night (Lit),Medium,2,Speeding
2023-11-05,23:13,Bangalore,12.87889,77.52573,High,Fog,Highway,Night (Unlit),High,2,Drunk Driving
2023-04-07,01:46,Delhi,28.68075,77.06711,Medium,Clear,Highway,Night (Lit),Low,2,Speeding
2023-12-11,11:34,Mumbai,19.16688,72.7806,Low,Clear,Urban,Daylight,Low,2,Weather Conditions
2023-01-28,00:41,Chennai,13.04548,80.35958,Low,Clear,Urban,Night (Lit),Medium,1,Signal Violation
2023-11-01,20:48,Hyderabad,17.45264,78.39981,Low,Clear,Rural,Night (Lit),Medium,2,Speeding
2023-05-21,10:57,Delhi,28.61636,77.17933,Medium,Clear,Highway,Daylight,Medium,2,Signal Violation
2023-09-28,12:19,Delhi,28.7547,77.07181,Low,Clear,Urban,Daylight,High,1,Pothole
2023-09-07,21:17,Bangalore,12.8745,77.68555,Medium,Rain,Highway,Night (Lit),Low,2,Speeding
2023-11-04,21:13,Delhi,28.79243,77.1056,Low,Clear,Urban,Night (Lit),Medium,2,Signal Violation
2023-10-27,20:40,Hyderabad,17.40662,78.47983,Low,Clear,Urban,Night (Lit),Medium,2,Weather Conditions
2023-03-13,22:16,Bangalore,12.87238,77.68017,High,Clear,Highway,Night (Unlit),High,2,Weather Conditions
2023-04-14,13:05,Mumbai,19.15746,72.7801,Low,Clear,Urban,Daylight,Medium,1,Drunk Driving
2023-09-05,10:06,Hyderabad,17.31978,78.52224,Low,Clear,Urban,Daylight,High,2,Signal Violation
2023-12-26,15:44,Delhi,28.79184,77.02834,Low,Clear,Urban,Daylight,High,2,Drunk Driving
2023-09-08,20:30,Delhi,28.702,77.07342,Low,Clear,Urban,Night (Lit),High,2,Drunk Driving
2023-05-12,15:28,Chennai,12.99567,80.19615,Low,Clear,Urban,Daylight,Medium,1,Weather Conditions
2023-07-02,04:30,Delhi,28.67161,77.0645,Low,Clear,Urban,Night (Lit),High,1,Signal Violation
2023-02-24,12:18,Chennai,13.17022,80.20664,Low,Clear,Urban,Daylight,High,1,Weather Conditions
2023-07-19,04:26,Chennai,13.00385,80.34896,Low,Clear,Urban,Night (Lit),High,2,Weather Conditions
2023-05-07,19:37,Delhi,28.76383,77.11792,Low,Clear,Urban,Dawn/Dusk,Low,2,Drunk Driving
2023-03-07,20:38,Bangalore,12.90745,77.63616,Low,Fog,Rural,Night (Lit),High,2,Weather Conditions
2023-03-13,20:04,Bangalore,12.88337,77.62293,Low,Clear,Rural,Night (Lit),Medium,2,Vehicle Breakdown
2023-04-17,16:56,Bangalore,13.0377,77.53912,Low,Clear,Urban,Daylight,Medium,2,Signal Violation
2023-05-08,09:36,Mumbai,19.06333,72.87221,Medium,Clear,Highway,Daylight,Medium,1,Speeding
2023-10-04,23:39,Bangalore,12.97245,77.67293,Medium,Clear,Urban,Night (Unlit),High,2,Speeding
2023-08-17,21:30,Delhi,28.64714,77.17941,Low,Clear,Urban,Night (Lit),Low,2,Signal Violation
2023-10-17,17:04,Delhi,28.7247,77.12323,Medium,Rain,Highway,Daylight,Low,2,Weather Conditions
2023-01-23,14:14,Chennai,13.16649,80.30843,Medium,Rain,Highway,Daylight,Medium,2,Signal Violation
2023-02-26,17:09,Chennai,13.05203,80.21918,Low,Clear,Urban,Daylight,Low,2,Speeding
2023-12-23,19:50,Bangalore,12.93461,77.62819,Medium,Fog,Highway,Dawn/Dusk,High,1,Weather Conditions
2023-02-14,06:18,Delhi,28.62096,77.15038,Low,Overcast,Rural,Daylight,High,1,Speeding
2023-08-04,17:43,Delhi,28.8007,77.00922,Low,Clear,Urban,Daylight,Medium,2,Signal Violation
2023-12-28,16:25,Bangalore,12.99121,77.50377,Medium,Rain,Highway,Daylight,Medium,1,Signal Violation
2023-05-22,20:53,Bangalore,12.90952,77.54484,High,Rain,Highway,Night (Unlit),Medium,4,Weather Conditions
2023-04-21,19:25,Bangalore,12.92962,77.53665,Low,Clear,Urban,Dawn/Dusk,High,2,Signal Violation
2023-03-24,21:47,Hyderabad,17.44667,78.47038,Low,Fog,Urban,Night (Lit),High,1,Signal Violation
2023-02-17,15:16,Delhi,28.63536,77.15453,Low,Clear,Urban,Daylight,Low,2,Vehicle Breakdown
2023-12-29,21:00,Mumbai,19.06868,72.80775,High,Clear,Highway,Night (Unlit),Low,2,Pothole
2023-08-15,20:25,Hyderabad,17.3328,78.41814,Low,Clear,Urban,Night (Lit),Low,3,Signal Violation
2023-09-18,21:03,Hyderabad,17.46549,78.57072,Medium,Clear,Highway,Night (Lit),High,2,Weather Conditions
2023-10-07,14:20,Chennai,13.00398,80.29102,Low,Overcast,Urban,Daylight,Low,3,Speeding
2023-04-22,23:12,Hyderabad,17.43512,78.43031,Medium,Clear,Urban,Night (Unlit),High,3,Drunk Driving
2023-01-08,20:02,Hyderabad,17.29368,78.3987,Low,Clear,Urban,Night (Lit),High,2,Speeding
2023-08-05,13:13,Delhi,28.67252,77.14868,Low,Rain,Urban,Daylight,Low,1,Pothole
2023-08-06,23:41,Chennai,13.16907,80.34764,High,Rain,Highway,Night (Unlit),Medium,2,Weather Conditions
2023-05-26,13:25,Bangalore,12.98191,77.51872,Low,Clear,Urban,Daylight,High,2,Speeding
2023-03-26,12:35,Bangalore,13.06439,77.62544,Medium,Clear,Highway,Daylight,Medium,3,Vehicle Breakdown
2023-05-04,21:18,Bangalore,13.03229,77.62214,Low,Rain,Rural,Night (Lit),Medium,2,Weather Conditions
2023-04-23,21:11,Bangalore,13.03561,77.56534,Low,Overcast,Rural,Night (Lit),High,2,Speeding
2023-12-10,18:26,Hyderabad,17.34201,78.55116,Low,Clear,Urban,Dawn/Dusk,Low,2,Speeding
2023-02-03,06:21,Bangalore,13.02131,77.64157,Medium,Fog,Urban,Daylight,High,2,Speeding
2023-06-20,10:07,Chennai,13.04522,80.2115,Low,Rain,Urban,Daylight,High,1,Drunk Driving
2023-02-04,22:52,Hyderabad,17.35829,78.54422,Medium,Clear,Urban,Night (Unlit),Medium,2,Weather Conditions
2023-09-13,19:25,Hyderabad,17.41992,78.4585,Medium,Rain,Highway,Dawn/Dusk,Low,2,Speeding
2023-10-17,06:23,Hyderabad,17.36668,78.54451,Low,Clear,Urban,Daylight,High,3,Weather Conditions
2023-01-07,22:02,Delhi,28.74517,77.09204,Medium,Clear,Urban,Night (Unlit),Medium,1,Drunk Driving
2023-06-11,07:09,Delhi,28.71797,77.08153,Low,Rain,Urban,Daylight,Medium,2,Pothole
2023-05-20,13:33,Bangalore,12.99909,77.51226,Medium,Overcast,Highway,Daylight,Medium,2,Weather Conditions
2023-10-16,08:10,Delhi,28.79825,77.02808,Low,Rain,Urban,Daylight,Medium,2,Speeding
2023-02-17,11:46,Bangalore,12.9393,77.59059,Low,Clear,Urban,Daylight,Medium,2,Speeding
2023-10-28,15:40,Bangalore,13.03944,77.53419,Low,Rain,Urban,Daylight,High,1,Pothole
2023-11-25,22:08,Delhi,28.70103,77.08514,Low,Rain,Urban,Night (Lit),Low,3,Speeding
2023-05-20,17:04,Bangalore,12.90038,77.58053,Medium,Clear,Highway,Daylight,Medium,2,Vehicle Breakdown
2023-04-20,17:03,Delhi,28.72787,77.09687,Medium,Fog,Urban,Daylight,High,2,Speeding
2023-10-07,17:04,Delhi,28.76212,77.03355,Low,Rain,Urban,Daylight,High,2,Speeding
2023-10-30,19:35,Delhi,28.62847,77.12649,Low,Rain,Urban,Dawn/Dusk,Low,2,Speeding
2023-04-13,06:23,Delhi,28.66638,77.19829,Low,Clear,Urban,Daylight,Low,2,Vehicle Breakdown
2023-04-08,12:38,Delhi,28.63734,77.13009,Medium,Rain,Highway,Daylight,Low,1,Pothole
2023-01-17,13:05,Bangalore,12.98515,77.67415,Medium,Rain,Highway,Daylight,Medium,2,Drunk Driving
2023-10-13,16:16,Mumbai,19.06817,72.8642,Medium,Clear,Highway,Daylight,High,1,Weather Conditions
2023-11-27,15:42,Hyderabad,17.447,78.42633,Low,Fog,Urban,Daylight,Low,3,Pothole
2023-01-28,22:58,Hyderabad,17.37857,78.57347,Medium,Rain,Highway,Night (Lit),High,2,Signal Violation
2023-12-04,10:42,Bangalore,13.0219,77.57517,Low,Rain,Urban,Daylight,High,2,Signal Violation
2023-12-18,12:39,Mumbai,18.98606,72.9731,Medium,Clear,Highway,Daylight,High,1,Speeding
2023-09-16,18:09,Bangalore,12.93229,77.58079,Low,Clear,Urban,Dawn/Dusk,Low,1,Speeding
2023-07-20,22:24,Hyderabad,17.34672,78.4991,Medium,Fog,Highway,Night (Lit),Medium,2,Weather Conditions
2023-08-09,20:59,Mumbai,19.112,72.89071,Low,Rain,Urban,Night (Lit),Medium,2,Weather Conditions
2023-06-08,15:13,Hyderabad,17.36669,78.41845,Medium,Clear,Highway,Daylight,High,2,Signal Violation
2023-12-16,23:47,Bangalore,13.05268,77.49788,Medium,Fog,Highway,Night (Lit),High,1,Vehicle Breakdown
2023-06-17,05:21,Hyderabad,17.32115,78.54413,Medium,Clear,Highway,Dawn/Dusk,Medium,2,Speeding
2023-08-07,16:10,Hyderabad,17.38034,78.42357,Medium,Clear,Highway,Daylight,High,2,Speeding
2023-07-14,14:36,Delhi,28.64624,77.18512,Low,Clear,Urban,Daylight,Medium,2,Speeding
2023-03-15,11:20,Chennai,13.12958,80.20247,Low,Clear,Urban,Daylight,Medium,2,Drunk Driving
2023-05-06,22:40,Bangalore,13.01517,77.67099,Low,Fog,Urban,Night (Lit),Medium,1,Pothole
2023-10-04,20:52,Hyderabad,17.42732,78.48142,Medium,Rain,Urban,Night (Unlit),High,2,Weather Conditions
2023-01-29,20:46,Bangalore,12.9651,77.53309,High,Clear,Highway,Night (Unlit),High,5,Speeding
2023-12-11,13:43,Delhi,28.65476,77.05278,Medium,Clear,Highway,Daylight,Medium,2,Weather Conditions
2023-08-09,12:26,Chennai,13.00377,80.24139,Low,Rain,Urban,Daylight,High,2,Weather Conditions
2023-06-02,15:38,Chennai,13.00009,80.18034,Low,Rain,Rural,Daylight,Medium,2,Weather Conditions
2023-07-13,16:55,Hyderabad,17.36417,78.48713,Medium,Clear,Highway,Daylight,Medium,2,Speeding
2023-10-09,09:24,Hyderabad,17.42408,78.57785,Low,Overcast,Urban,Daylight,High,2,Drunk Driving
2023-11-12,18:10,Bangalore,13.06597,77.61541,Low,Clear,Urban,Dawn/Dusk,High,2,Pothole
2023-05-11,19:56,Mumbai,19.12678,72.91374,Low,Rain,Urban,Dawn/Dusk,High,2,Pothole
2023-11-29,20:43,Hyderabad,17.35705,78.49073,Medium,Clear,Urban,Night (Unlit),Medium,2,Speeding
2023-08-07,20:39,Bangalore,12.95502,77.51194,Medium,Clear,Highway,Night (Lit),Medium,2,Signal Violation
2023-12-08,18:19,Bangalore,12.88101,77.60689,Medium,Rain,Highway,Dawn/Dusk,High,2,Pothole
2023-10-04,19:14,Delhi,28.77787,77.11139,Low,Clear,Urban,Dawn/Dusk,Medium,2,Speeding
